ACCTG-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
DH-13,SEMINAR TOPICS II ADVANCED INSTRUMENTATION,Transferable to CSU only,1
DH-1A,ORAL BIOLOGY,Transferable to CSU only,2
DH-1C,PERIODONTOLOGY,Transferable to CSU only,2
DH-3A,PRECLINICAL DENTAL HYGIENE TECHNIQUES,Transferable to CSU only,6
DH-4,ORAL RADIOGRAPHY,Transferable to CSU only,4
DH-5B,CLINICAL DENTAL HYGIENE II,Transferable to CSU only,5
DH-6B,PHARMACOLOGY,Transferable to CSU only,2
DH-7A,COMMUNITY DENTAL HEALTH I,Transferable to CSU only,2
DRAFT-12,DRAFTING PRACTICES,Transferable to CSU only,3
DS-21,FINITE MATHEMATICS,Transferable to both UC and CSU,3
DS-23,BUSINESS STATISTICS,Transferable to both UC and CSU,3
ECE-1,PRINC AND PRACT OF TEACHING YOUNG CHILDR YOUNG CHILDREN,Transferable to CSU only,3
ECE-12,CHILD ABUSE,Transferable to CSU only,3
ECE-14,LIFESPAN DEVELOPMENT,Transferable to both UC and CSU,3
ECE-15,PARENT EDUCATION,Transferable to CSU only,3
ECE-19V,COOPERATIVE WORK EXPERIENCE (OCCUPATIONAL) CHILD DEVELOPMENT,Transferable to CSU only,8
ECE-2,CHILD GROWTH AND DEVELOPMENT,Transferable to both UC and CSU,3
ECE-20,INFANT AND TODDLER PRACTICUM,Transferable to CSU only,3
ECE-3,INTRODUCTION TO CURRICULUM,Transferable to CSU only,3
ECE-30,THE YOUNG CHILD WITH SPECIAL NEEDS,Transferable to CSU only,3
ECE-4,CHILD FAMILY AND COMMUNITY,Transferable to both UC and CSU,3
ECE-5,OBSERVATION AND ASSESSMENT,Transferable to CSU only,3
ECE-6,HLTH SAFETY AND NUTRITION IN ERLY CH E CHILDHOOD EDUCATION,Transferable to CSU only,3
ECE-7,DIVERSITY & CULTURE IN ERLY CARE ED PRGM EDUCATION PROGRAMS,Transferable to CSU only,3
ECE-8,EARLY CHILDHOOD PRACTICUM,Transferable to CSU only,3
ECON-1A,PRINCIPLES OF MACROECONOMICS,Transferable to both UC and CSU,3
ECON-1B,PRINCIPLES OF MICROECONOMICS,Transferable to both UC and CSU,3
ECON-25,INTRODUCTION TO ECONOMICS,Transferable to CSU only,3
ECON-40,INTRODUCTION TO MICROECONOMICS,Transferable to both UC and CSU,3
ECON-50,INTRODUCTION TO MACROECONOMICS,Transferable to both UC and CSU,3
EDUC-10,INTRODUCTION TO TEACHING,Transferable to both UC and CSU,3
EDUC-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
EDUC-19X,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
EDUC-30,INTRODUCTION TO TEACHING,Transferable to both UC and CSU,3
EDUC-6,INTRODUCTION TO SPECIAL EDUCATION,Transferable to CSU only,3
EH-30,PRINCIPLES OF ENVIRONMENTAL HORTICULTURE,Transferable to both UC and CSU,3
ENGL-11,ACADEMIC READING AND CRITICAL THINKING,Transferable to CSU only,3
ENGL-14,FOLKLORE,Transferable to both UC and CSU,3
ENGL-15A,CREATIVE WRITING: POETRY,Transferable to both UC and CSU,3
ENGL-15B,CREATIVE WRITING: FICTION,Transferable to both UC and CSU,3
ENGL-15J,LITERARY JOURNAL PUBLICATION,Transferable to both UC and CSU,3
ENGL-1A,READING AND COMPOSITION,Transferable to both UC and CSU,4
ENGL-1AH,HONORS READING AND COMPOSITION,Transferable to both UC and CSU,4
ENGL-1B,INTRODUCTION TO THE STUDY OF LITERATURE,Transferable to both UC and CSU,3
ENGL-1BH,HONORS INTRO TO THE STUDY OF LITERATURE LITERATURE,Transferable to both UC and CSU,3
ENGL-20,ASIAN AMERICAN LITERATURE,Transferable to both UC and CSU,3
ENGL-3,CRITICAL READING & WRITING,Transferable to both UC and CSU,3
ENGL-3H,HONORS CRITICAL READING AND WRITING,Transferable to both UC and CSU,3
ENGL-42,CLASSIC MYTHS,Transferable to both UC and CSU,3
ENGL-43A,AMERICAN LITERATURE: ORIGINS THROUGH RECONSTRUCTION (1877),Transferable to both UC and CSU,3
ENGL-43B,AMERICAN LITERATURE: 1877 TO PRESENT,Transferable to both UC and CSU,3
ENGL-44A,WORLD LITERATURE TO THE RENAISSANCE,Transferable to both UC and CSU,3
ENGL-46A,ENGLISH LITERATURE TO 1800,Transferable to both UC and CSU,3
ENGL-46B,BRITISH LITERATURE FROM 1800 TO THE PRES PRESENT,Transferable to both UC and CSU,3
ENGL-47,INTRODUCTION TO SHAKESPEARE,Transferable to both UC and CSU,3
ENGL-48A,INTRODUCTION TO AMERICAN LITERATURE TO 1865,Transferable to both UC and CSU,3
ENGL-72,WRITING CENTER THEORY AND PRACTICE,Transferable to CSU only,1
ENGL-72A,ADVANCED WRITING CENTER THEORY AND PRACT PRACTICE,Transferable to CSU only,1
ENGR-10,INTRODUCTION TO ENGINEERING,Transferable to both UC and CSU,2
ENGR-11,MANUFACTURING PROCESSES,Transferable to CSU only,3
ENGR-12,DIGITAL LOGIC DESIGN,Transferable to both UC and CSU,4
ENGR-1A,ELEMENTARY PLANE SURVEY,Transferable to both UC and CSU,4
ENGR-2,ENGINEERING GRAPHICS,Transferable to both UC and CSU,4
ENGR-4,ENGINEERING MATERIALS,Transferable to both UC and CSU,3
ENGR-40,PROGRAMMING FOR SCIENTISTS AND ENGINEERS,Transferable to both UC and CSU,4
ENGR-4L,ENGINEERING MATERIALS LABORATORY,Transferable to both UC and CSU,1
ENGR-5,PROGRAMING AND PROBLEM-SOLVING IN MATLAB,Transferable to both UC and CSU,3
ENGR-6,ELECTRIC CIRCUIT ANALYSIS WITH LAB,Transferable to both UC and CSU,4
ENGR-8,STATICS,Transferable to both UC and CSU,3
ESL-14,HIGH-INTERMEDIATE ACADEMIC READING AND WRITING,Transferable to both UC and CSU,6
ESL-15,ADVANCED ACADEMIC READING AND WRITING,Transferable to both UC and CSU,6
EST-50,INTRODUCTION TO ELECTRICAL SYSTEMS TECHNOLOGY,Transferable to CSU only,2
EST-51,DIRECT CURRENT FUNDAMENTALS OF ELECTRONICS,Transferable to CSU only,3
EST-52,ALTERNATING CURRENT FUNDAMENTALS,Transferable to CSU only,3
EST-53,LAB SAFETY PRACTICES,Transferable to CSU only,2
EST-54,INTEGRATED DEVICES,Transferable to CSU only,3
EST-55A,DIGITAL CONCEPTS,Transferable to CSU only,3
EST-55C,SCADA SYSTEMS,Transferable to CSU only,3
EST-56A,WIRING METHODS,Transferable to CSU only,3
EST-56B,MOTOR CONTROLS,Transferable to CSU only,3
EST-57A,ANALOG COMMUNICATIONS,Transferable to CSU only,3
EST-57B,DIGITAL COMMUNICATIONS,Transferable to CSU only,3
EST-57C,VOICE AND DATA CABLING,Transferable to CSU only,3
EST-58,PROGRAMMABLE LOGIC CONTROLLERS,Transferable to CSU only,3
EST-59,INSTRUMENTATION SYSTEMS,Transferable to CSU only,3
EST-60,A+PC MAINTENANCE AND REPAIR,Transferable to CSU only,3
EST-61,NETWORKING FUNDAMENTALS,Transferable to CSU only,3
EST-62,COMMERICAL & INDUSTRIAL NETWORKING,Transferable to CSU only,3
EST-83A,ROBOTICS INDUSTRIAL - INTRODUCTION,Transferable to CSU only,3
EST-83B,ROBOTICS INDUSTRIAL - ADVANCED APPLICATION,Transferable to CSU only,3
EST-84A,INTRODUCTION TO BIOMEDICAL ELECTRONICS,Transferable to CSU only,3
EST-96A,NATIONAL ELECTRICAL CODE PART 1,Transferable to CSU only,3
EST-96D,NATIONAL ELECTRICAL CODE-ELECTRICAL SAFETY,Transferable to CSU only,3
FILM-1,INTRODUCTION TO FILM STUDIES,Transferable to both UC and CSU,3
FILM-2A,HISTORY OF CINEMA 1895-1960,Transferable to both UC and CSU,3
FILM-2B,HISTORY OF CINEMA 1960-PRESENT,Transferable to both UC and CSU,3
FILM-5,DIGITAL FILMMAKING,Transferable to both UC and CSU,3
FILM-6,FILM GENRES,Transferable to both UC and CSU,3
FILM-7,INTRODUCTION TO SCREENWRITING,Transferable to both UC and CSU,3
FIRET-1,FIRE PROTECTION ORGANIZATION,Transferable to CSU only,3
FIRET-14,PRINCIPLES OF FIRE & EMERGENCY SERVICES SAFETY & SURVIVAL,Transferable to CSU only,3
FIRET-2,FIRE PREVENTION TECHNOLOGY,Transferable to CSU only,3
FIRET-22A,FIREFIGHTER II PART A,Transferable to CSU only,2
FIRET-22B,FIREFIGHTER II PART B,Transferable to CSU only,3
FIRET-23,COMPANY OFFICER 2A: HUMAN RESOURCE MANAGMENT FOR COMPANY OFFICERS,Transferable to CSU only,2
FIRET-24,COMPANY OFFICER 2B: GENERAL ADMINISTRATIVE FUNCTIONS FOR COMPANY OFF,Transferable to CSU only,1
FIRET-25,COMPANY OFFICER 2C: FIRE INSPECTIONS AND INVESTIGATIONS FOR COMPANY,Transferable to CSU only,2
FIRET-26,COMPANY OFFICER 2D: ALL-RISK COMMAND OPERATIONS FOR COMPANY OFFICERS,Transferable to CSU only,2
FIRET-29,INTERMEDIATE WILDLAND FIRE BEHAVIOR,Transferable to CSU only,2
FIRET-3,FIRE PROTECTION EQUIPMENT AND SYSTEMS,Transferable to CSU only,3
FIRET-4,BUILDING CONSTRUCTION FOR FIRE PROTECTION,Transferable to CSU only,3
FIRET-5,FIRE BEHAVIOR AND COMBUSTION,Transferable to CSU only,3
FM-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
FM-27,INTRODUCTION TO FASHION MERCHANDISING,Transferable to CSU only,3
FN-1,PRINCIPLES OF FOOD PREPARATION,Transferable to CSU only,3
FN-35,NUTRITION AND HEALTH,Transferable to both UC and CSU,3
FN-40,NUTRITION,Transferable to both UC and CSU,3
FN-42,CHILD NUTRITION,Transferable to CSU only,3
FN-43,WOMEN'S NUTRITION,Transferable to CSU only,2
FRENCH-1,BEGINNING FRENCH,Transferable to both UC and CSU,5
FRENCH-2,HIGH-BEGINNING FRENCH,Transferable to both UC and CSU,5
FRENCH-3,INTERMEDIATE FRENCH,Transferable to both UC and CSU,5
FSM-11,FOOD SERVICE SUPERVISION,Transferable to CSU only,2
FSM-15,FOOD PRODUCTION MANAGEMENT,Transferable to CSU only,2
FSM-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
FSM-25,FOOD AND BEVERAGE PURCHASE AND CONTROL,Transferable to CSU only,2
FSM-35,FOOD SERVICES SANITATION SAFETY AND EQUIPMENT,Transferable to CSU only,2
FSM-38,QUANTITY FOOD PREPARATION,Transferable to CSU only,3
GEOG-1,PHYSICAL GEOGRAPHY,Transferable to both UC and CSU,3
GEOG-10,INTRODUCTION TO GIS,Transferable to both UC and CSU,3
GEOG-2,CULTURAL GEOGRAPHY,Transferable to both UC and CSU,3
GEOG-4A,WORLD GEOGRAPHY,Transferable to both UC and CSU,3
GEOG-4B,WORLD GEOGRAPHY,Transferable to both UC and CSU,3
GEOG-5,PHYSICAL GEOGRAPHY: ENVIRONMENTAL CONDITIONS,Transferable to both UC and CSU,3
GEOG-6,WORLD REGIONAL GEOGRAPHY,Transferable to both UC and CSU,3
GEOG-8,PHYSICAL GEOGRAPHY: WEATHER AND CLIMATE,Transferable to both UC and CSU,4
GEOL-1,PHYSICAL GEOLOGY,Transferable to both UC and CSU,4
GEOL-12,ENVIRONMENTAL SCIENCE,Transferable to both UC and CSU,3
GEOL-2,HISTORICAL GEOLOGY,Transferable to both UC and CSU,3
GEOL-4,GEOLOGY OF CALIFORNIA,Transferable to both UC and CSU,3
GEOL-5,INTRODUCTION TO OCEANOGRAPHY,Transferable to both UC and CSU,3
GEOL-9,INTRODUCTION TO EARTH SCIENCE,Transferable to both UC and CSU,4
GERMAN-1,BEGINNING GERMAN,Transferable to both UC and CSU,5
GLST-2,GLOBAL ISSUES,Transferable to both UC and CSU,3
GRC-15,WEB DESIGN,Transferable to both UC and CSU,4
GRC-17,ADOBE ILLUSTRATOR,Transferable to CSU only,3
GRC-20A,INTRO TO APPLIED GRAPHICS - ADOBE TOOLS,Transferable to CSU only,3
GRC-22,DIGITAL MEDIA,Transferable to CSU only,3
GRC-24A,INTRO 2-D ANIMATION WITH ADOBE ANIMATE,Transferable to CSU only,3
GRC-30,ADOBE INDESIGN/PROFESSIONAL PUBLISHING,Transferable to CSU only,3
GRC-31,INTERMEDIATE PHOTOSHOP,Transferable to both UC and CSU,3
GRC-32,CINEMATOGRAPHY,Transferable to both UC and CSU,3
GRC-39A,INTRODUCTION TO GRAPHIC DESIGN,Transferable to both UC and CSU,3
GRC-40A,INTERMEDIATE GRAPHIC DESIGN,Transferable to both UC and CSU,3
GRC-41,VISUAL COMMUNICATIONS,Transferable to both UC and CSU,3
GRC-47,INTRODUCTION TO MEDIA APPRECIATION,Transferable to both UC and CSU,3
GRC-51,STORYBOARDING,Transferable to CSU only,1
GRC-53,ADOBE AFTER EFFECTS,Transferable to CSU only,3
GRC-55,SOCIAL MEDIA DESIGN,Transferable to CSU only,2
HCA-5,INTRODUCTION TO HEALTH CARE AND CAREERS,Transferable to CSU only,3
HIST-1,WESTERN CIVILIZATION TO 1648,Transferable to both UC and CSU,3
HIST-11,HISTORY OF THE UNITED STATES TO 1877,Transferable to both UC and CSU,3
HIST-12,HISTORY OF THE UNITED STATES SINCE 1865,Transferable to both UC and CSU,3
HIST-17,HISTORY OF THE MUSLIM WORLD TO 1405,Transferable to both UC and CSU,3
HIST-2,WESTERN CIVILIZATION SINCE 1648,Transferable to both UC and CSU,3
HIST-20,WORLD HISTORY I TO 1600,Transferable to both UC and CSU,3
HIST-21,UNITED STATES CIVIL WAR,Transferable to both UC and CSU,3
HIST-22,HISTORY OF AMERICAN WOMEN,Transferable to both UC and CSU,3
HIST-23,WORLD HISTORY II SINCE 1500,Transferable to both UC and CSU,3
HIST-29,HISTORY OF MEXICO COLONIAL TO CONTEMPORARY PERIOD,Transferable to both UC and CSU,3
HIST-33,A SURVEY OF LATIN AMERICAN HISTORY,Transferable to both UC and CSU,3
HIST-34,HISTORY OF THE AMERICAN CIVIL RIGHTS MOVEMENT,Transferable to both UC and CSU,3
HIT-1,INTRODUCTION TO HEALTH INFORMATION MANAGEMENT,Transferable to CSU only,3
HIT-10,MEDICAL TERMINOLOGY,Transferable to CSU only,3
HIT-11,CPT CODING,Transferable to CSU only,3
HIT-14,HIM TECHNOLOGY AND SYSTEMS,Transferable to CSU only,3
HIT-16,HEALTHCARE REIMBURSEMENT,Transferable to CSU only,2
HIT-3,QUALITY IMPROVEMENT,Transferable to CSU only,2
HIT-4,DISEASE PROCESS,Transferable to CSU only,3
HIT-5,ICD CODING: DIAGNOSES,Transferable to CSU only,3
HIT-6,ICD CODING: PROCEDURES,Transferable to CSU only,3
HIT-7,DIRECTED PRACTICE,Transferable to CSU only,3
HIT-9,HOSPITAL AND HEALTH STATISTICS,Transferable to CSU only,2
HLTH-1,CONTEMPORARY HEALTH ISSUES,Transferable to both UC and CSU,3
HLTH-14,INTERPRETING IN HEALTH CARE I,Transferable to CSU only,4
HLTH-2,FIRST AID AND SAFETY,Transferable to both UC and CSU,3
HMONG-1,BEGINNING HMONG,Transferable to both UC and CSU,5
HONORS-1,HONORS COLLOQUIUM,Transferable to CSU only,1
HONORS-1A,HONORS SCIENCE COLLOQUIUM: BIOLOGICAL SCIENCE THROUGH SCHOLARLY RESE,Transferable to CSU only,1
HONORS-1E,HONORS SOCIAL SCIENCE COLLOQUIUM: CONTEMPORARY ISSUES IN SOCIAL SCIE,Transferable to CSU only,1
HONORS-1F,HONORS PHI THETA KAPPA COLLOQUIUM: PHI THETA KAPPA STUDY TOPICS,Transferable to CSU only,1
HONORS-2A,HONORS SEMINAR: COMMUNICATION OR CRITICA,Transferable to both UC and CSU,1
HONORS-3C,HONORS FORUM-NATURAL AND BIOLOGICAL SCIENCES,Transferable to both UC and CSU,2
HONORS-3D,HONORS FORUM-SOCIAL SCIENCES,Transferable to both UC and CSU,2
HS-10,INTRODUCTION TO AGING STUDIES,Transferable to both UC and CSU,3
HS-11,ELDER CARE HUMAN SERVICES,Transferable to CSU only,3
HS-18,ALCOHOL AND DRUG ABUSE COUNSELING: PROFESSIONAL AND PERSONAL GROWTH,Transferable to CSU only,2
HS-19A,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
HS-19B,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
HS-20,INTRODUCTION TO SOCIAL WELFARE,Transferable to both UC and CSU,3
HS-24,FUNDAMENTALS OF INTERVIEWING AND COUNSELING,Transferable to CSU only,3
HS-30,GROUP AND COMMUNITY SOCIAL SERVICES,Transferable to CSU only,3
HS-40,ALCOHOL AND DRUG ABUSE COUNSELING: LAW AND ETHICS PREVENTION EDUCA,Transferable to CSU only,3
HS-42,INTRODUCTION TO ALCOHOL AND DRUG COUNSELING,Transferable to CSU only,3
HS-43,ALCOHOL AND DRUG ABUSE COUNSELING: CASE MANAGEMENT,Transferable to CSU only,3
HS-44,DRUG USE: PHYSICAL AND PSYCHOLOGICAL EFFECTS,Transferable to CSU only,3
HUMAN-10,CLASSICAL HUMANITIES,Transferable to both UC and CSU,3
HUMAN-11,MODERN HUMANITIES,Transferable to both UC and CSU,3
HUMAN-42,CLASSIC MYTHS,Transferable to both UC and CSU,3
HVAC-50,PRINCIPLES OF HVAC,Transferable to CSU only,2
HVAC-51,ELECTRICITY FOR HVAC,Transferable to CSU only,6.5
HVAC-53,SYSTEM ANALYSIS AND REGULATIONS,Transferable to CSU only,6.5
INTDS-50,COLLEGE SUCCESS,Transferable to both UC and CSU,3
IS-13,DATABASE ESSENTIALS,Transferable to CSU only,1.5
IS-15,COMPUTER CONCEPTS,Transferable to both UC and CSU,3
IS-16,WORD PROCESSING,Transferable to CSU only,1.5
IS-18,SPREADSHEET FUNDAMENTALS,Transferable to CSU only,1.5
IS-19V,COOPERATIVE WORK EXPERIENCE INFORMATION SYSTEMS,Transferable to CSU only,8
IS-31,INTRODUCTION TO PROGRAMMING,Transferable to both UC and CSU,3
IS-40A,WEB DEVELOPMENT WITH HTML,Transferable to CSU only,3
IS-40B,ADV WEB DESIGN CONCEPTS DESIGN & PROGRA,Transferable to CSU only,3
IS-50A,INTRODUCTION TO GAME PROGRAMMING,Transferable to both UC and CSU,3
IS-50B,INTERMEDIATE GAME PROGRAMMING,Transferable to both UC and CSU,3
IS-52,INTRODUCTION TO NETWORKS,Transferable to CSU only,4
IS-59,CAREERS IN COMPUTING,Transferable to CSU only,1
IS-61,COMPUTER BUILDING AND CONFIGURATION,Transferable to CSU only,1.5
IS-62,COMPUTER & COMMUNICATION ESSENTIALS - TROUBLESHOOTING AND MAINTENANC,Transferable to CSU only,4
IS-63,COMPUTER NETWORKING FUNDAMENTALS,Transferable to CSU only,3
IS-64,COMPUTER NETWORKING II,Transferable to CSU only,3
IS-66,OFFICE AND CUSTOMER SKILLS FOR TECHNICIA,Transferable to CSU only,2
IS-70,INTRO TO INFORMATION SYSTEMS SECURITY,Transferable to CSU only,3
IS-71,INTRO TO CYBERSECURITY: ETHICAL HACKING,Transferable to CSU only,3
IS-80,INFORMATION TECHNOLOGY SUPPORT TECHNICIAN TRAINING,Transferable to CSU only,6
ISTAUTO-49A,AUTOMOTIVE TECHNOLOGY,Transferable to CSU only,3
JAPAN-1,BEGINNING JAPANESE,Transferable to both UC and CSU,5
JOURN-1,INTRODUCTION TO MASS COMMUNICATIONS,Transferable to both UC and CSU,3
JOURN-11A,BEGINNING MEDIA WRITING PRACTICUM,Transferable to CSU only,3
JOURN-11B,INTERMEDIATE MEDIA WRITING PRACTICUM,Transferable to CSU only,3
JOURN-11C,ADVANCED MEDIA WRITING PRACTICUM,Transferable to CSU only,3
JOURN-11D,EDITORIAL LEADERSHIP,Transferable to CSU only,3
JOURN-14,MULTIMEDIA REPORTING,Transferable to CSU only,3
JOURN-16,RACE GENDER AND THE MEDIA,Transferable to both UC and CSU,3
JOURN-3,NEWSWRITING,Transferable to CSU only,3
KINES-20,ATHLETIC TRAINING,Transferable to both UC and CSU,3.5
KINES-22,INTRODUCTION TO KINESIOLOGY,Transferable to both UC and CSU,3
LA-1,TUTOR TRAINING,Transferable to CSU only,1
LA-2A,TUTOR TRAINING: LEVEL I,Transferable to CSU only,1
LA-2B,TUTOR TRAINING: LEVEL II,Transferable to CSU only,1
LIBSKL-1,INFORMATION COMPETENCY/RESEARCH SKILS,Transferable to both UC and CSU,1.5
LIBSKL-2,INFORMATION AND COMPUTER LITERACY,Transferable to CSU only,3
LING-10,INTRODUCTION TO LANGUAGE,Transferable to both UC and CSU,3
LING-11,INTRODUCTION TO LANGUAGE FOR TEACHERS,Transferable to both UC and CSU,3
LITEC-52B,COLLECTION MANAGEMENT,Transferable to CSU only,1
LITEC-57,REFERENCE: PRINT AND ONLINE SOURCES,Transferable to CSU only,3
LITEC-61,INFORMATION AND COMPUTER LITERACY,Transferable to CSU only,3
MA-1,LEGAL AND ETHICAL CONCEPTS,Transferable to CSU only,2
MA-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
MA-2,PHARMACOLOGY,Transferable to CSU only,3
MA-4,OFFICE LABORATORY PROCEDURES,Transferable to CSU only,3
MA-5,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,Transferable to CSU only,3
MA-6A,CLINICAL TRAINING,Transferable to CSU only,3
MA-6B,ADVANCED TRAINING,Transferable to CSU only,3
MAG-19V,COOPERATIVE WORK EXPERIENCE MECHANIZED AGRICULTURE,Transferable to CSU only,8
MAG-20,EQUIPMENT TECHNICIAN: DIESEL ENGINES SERVICE FUNDAMENTALS MACHINE,Transferable to CSU only,11
MAG-21,EQUIPMENT TECHNICIAN: POWER TRAIN I AND MOBILE VEHICLE AIR CONDITION,Transferable to CSU only,8
MAG-30,EQUIPMENT TECHNICIAN: ELECTRICAL HYDRAULIC SYSTEMS & WELDING,Transferable to CSU only,11
MAG-31,EQUIPMENT TECHNICIAN: FUEL SYSTEMS & POWER TRAIN II,Transferable to CSU only,8
MAG-40,INTRODUCTION TO AGRICULTURAL MECHANICS,Transferable to CSU only,3
MAG-41,INTRODUCTION TO AGRICULTURAL WELDING,Transferable to CSU only,3
MAG-42,SMALL GASOLINE AND DIESEL ENGINES,Transferable to CSU only,3
MAG-44,AGRICULTURE WELDING FABRICATION,Transferable to CSU only,3
MAG-50,HEAVY DUTY BRAKE SYSTEMS,Transferable to CSU only,4
MATH-10A,MATHEMATICS FOR ELEMENTARY SCHOOL TEACHERS I,Transferable to both UC and CSU,3
MATH-10B,STRUCTURE AND CONCEPTS IN MATHEMATICS II,Transferable to both UC and CSU,3
MATH-11,ELEMENTARY STATISTICS,Transferable to both UC and CSU,4
MATH-17,DIFFERENTIAL EQUATIONS AND LINEAR ALGEBRA,Transferable to both UC and CSU,5
MATH-21,FINITE MATHEMATICS,Transferable to both UC and CSU,3
MATH-26,ELEMENTARY LINEAR ALGEBRA,Transferable to both UC and CSU,3
MATH-3A,COLLEGE ALGEBRA FOR STEM,Transferable to both UC and CSU,4
MATH-42,STATISTICS FOR THE BEHAVIORAL SCIENCES,Transferable to both UC and CSU,4
MATH-45,CONTEMPORARY MATHEMATICS,Transferable to both UC and CSU,3
MATH-4A,TRIGONOMETRY,Transferable to CSU only,4
MATH-4B,PRE-CALCULUS,Transferable to both UC and CSU,4
MATH-5A,CALCULUS I,Transferable to both UC and CSU,5
MATH-5B,CALCULUS II,Transferable to both UC and CSU,4
MATH-6,MATHEMATICAL ANALYSIS III,Transferable to both UC and CSU,4
MATH-7,INTRODUCTION TO DIFFERENTIAL EQUATIONS,Transferable to both UC and CSU,4
MECH-19V,COOPERATIVE WORK EXPERENCE MECHATRONICS,Transferable to CSU only,8
MECH-23,INSTRUMENTATION AND PROCESS CONTROL,Transferable to CSU only,3
MECH-3,ELECTRICITY AND ELECTRONICS (AC & DC),Transferable to CSU only,4
MECH-35,INDUSTRIAL COMMUNICATIONS NETWORKS,Transferable to CSU only,3
MECH-5,PROGRAMMABLE LOGIC CONTROLLERS (PLCS),Transferable to CSU only,3
MFGT-11,INTRODUCTION TO MANUFACTURING,Transferable to CSU only,12
MFGT-19V,COOPERATIVE WORK EXPERIENCE - MANUFACTURING TECHNOLOGY,Transferable to CSU only,8
MFGT-60,INTRODUCTION TO WELDING,Transferable to CSU only,5
MKTG-10,PRINCIPLES OF MARKETING,Transferable to CSU only,3
MKTG-11,SALESMANSHIP,Transferable to CSU only,3
MKTG-12,ADVERTISING AND PROMOTION,Transferable to CSU only,3
MKTG-14,RETAILING,Transferable to CSU only,3
MKTG-19,WORK EXPERIENCE (COOPERATIVE) OCCUPATIONAL,Transferable to CSU only,8
